,date,sales,state,customer
434,2017-10-05,356.70000000000005,TN,Customer 86
3319,2017-10-05,0.0,CA,Customer 625
1311,2017-10-05,3750.0,ID,Customer 247
1310,2017-10-05,583.2,ID,Customer 247
3103,2017-10-09,801.9,CT,Customer 590
4066,2017-10-09,3750.0,AZ,Customer 753
4065,2017-10-09,1166.4,AZ,Customer 753
4064,2017-10-09,4050.0,AZ,Customer 753
672,2017-10-09,0.0,NV,Customer 131
671,2017-10-09,0.0,NV,Customer 131
670,2017-10-09,0.0,NV,Customer 131
3102,2017-10-09,3750.0,CT,Customer 590
3104,2017-10-09,4050.0,CT,Customer 590
746,2017-10-10,0.0,NJ,Customer 141
747,2017-10-10,0.0,NJ,Customer 141
2855,2017-10-10,1012.5,ME,Customer 548
2856,2017-10-10,3087.0,ME,Customer 548
2857,2017-10-10,2812.5,ME,Customer 548
32,2017-10-11,0.0,TX,Customer 9
3674,2017-10-12,0.0,FL,Customer 692
3673,2017-10-12,0.0,FL,Customer 692
485,2017-10-13,801.9,TX,Customer 89
486,2017-10-13,7500.0,TX,Customer 89
280,2017-10-16,0.0,CA,Customer 64
1684,2017-10-18,0.0,RI,Customer 342
676,2017-10-18,3225.0,NV,Customer 131
1683,2017-10-18,0.0,RI,Customer 342
675,2017-10-18,6000.0,NV,Customer 131
674,2017-10-18,-922.5,NV,Customer 131
1766,2017-10-18,0.0,ME,Customer 359
673,2017-10-18,1850.85,NV,Customer 131
4277,2017-10-19,0.0,DC,Customer 798
4278,2017-10-19,0.0,DC,Customer 798
2316,2017-10-19,3075.0,IN,Customer 454
2317,2017-10-19,3000.0,IN,Customer 454
2315,2017-10-19,686.5500000000001,IN,Customer 454
2314,2017-10-19,3225.0,IN,Customer 454
1170,2017-10-20,0.0,TX,Customer 216
838,2017-10-20,0.0,AZ,Customer 160
839,2017-10-20,0.0,AZ,Customer 160
1171,2017-10-20,0.0,TX,Customer 216
1103,2017-10-20,0.0,CA,Customer 199
1104,2017-10-20,0.0,CA,Customer 199
1105,2017-10-20,0.0,CA,Customer 199
840,2017-10-20,0.0,AZ,Customer 160
3408,2017-10-23,3075.0,FL,Customer 644
3406,2017-10-23,-307.5,FL,Customer 644
2185,2017-10-23,435.45000000000005,CT,Customer 428
2184,2017-10-23,3750.0,CT,Customer 428
2256,2017-10-23,3750.0,SC,Customer 444
2258,2017-10-23,739.8,SC,Customer 444
2259,2017-10-23,-780.0,SC,Customer 444
3407,2017-10-23,508.95,FL,Customer 644
2257,2017-10-23,4050.0,SC,Customer 444
2701,2017-10-23,0.0,GA,Customer 523
2702,2017-10-23,0.0,GA,Customer 523
3830,2017-10-23,435.45000000000005,MA,Customer 719
3831,2017-10-23,3750.0,MA,Customer 719
3678,2017-10-24,-911.25,FL,Customer 692
3675,2017-10-24,3000.0,FL,Customer 692
1137,2017-10-24,0.0,CA,Customer 210
3850,2017-10-24,3750.0,TN,Customer 720
3851,2017-10-24,323.25,TN,Customer 720
3676,2017-10-24,3075.0,FL,Customer 692
1138,2017-10-24,0.0,CA,Customer 210
3677,2017-10-24,737.4,FL,Customer 692
4344,2017-10-25,0.0,CA,Customer 812
833,2017-10-25,4050.0,TX,Customer 159
834,2017-10-25,-1170.0,TX,Customer 159
832,2017-10-25,3750.0,TX,Customer 159
2104,2017-10-25,8100.0,ID,Customer 419
4345,2017-10-25,0.0,CA,Customer 812
2106,2017-10-25,7500.0,ID,Customer 419
2105,2017-10-25,2170.8,ID,Customer 419
835,2017-10-25,910.2,TX,Customer 159
349,2017-10-26,0.0,PA,Customer 69
348,2017-10-26,0.0,PA,Customer 69
677,2017-10-27,418.5,NV,Customer 131
678,2017-10-27,1935.0,NV,Customer 131
2522,2017-10-27,0.0,other,
2521,2017-10-27,0.0,other,
2520,2017-10-27,0.0,other,
474,2017-10-30,360.45000000000005,MA,Customer 87
473,2017-10-30,3750.0,MA,Customer 87
3263,2017-10-30,0.0,UT,Customer 611
3262,2017-10-30,0.0,UT,Customer 611
2691,2017-10-30,0.0,CA,Customer 519
2085,2017-10-30,3750.0,CA,Customer 417
2084,2017-10-30,-375.0,CA,Customer 417
1708,2017-10-30,3750.0,PA,Customer 345
3264,2017-10-30,0.0,UT,Customer 611
3889,2017-10-30,1538.55,CA,Customer 727
3890,2017-10-30,-930.0,CA,Customer 727
3887,2017-10-30,3075.0,CA,Customer 727
3888,2017-10-30,3000.0,CA,Customer 727
560,2017-10-30,0.0,other,Customer 112
3886,2017-10-30,3225.0,CA,Customer 727
2086,2017-10-30,0.0,CA,Customer 417
2690,2017-10-30,0.0,CA,Customer 519
1709,2017-10-30,294.9,PA,Customer 345
2083,2017-10-30,545.25,CA,Customer 417
559,2017-10-30,0.0,other,Customer 112
2278,2017-11-02,0.0,WA,Customer 448
1680,2017-11-02,0.0,NV,Customer 340
1679,2017-11-02,0.0,NV,Customer 340
1617,2017-11-02,0.0,ID,Customer 333
1618,2017-11-02,0.0,ID,Customer 333
1957,2017-11-02,0.0,TX,Customer 394
2279,2017-11-02,0.0,WA,Customer 448
1956,2017-11-02,0.0,TX,Customer 394
135,2017-11-03,-1170.0,CO,Customer 34
136,2017-11-03,850.9499999999999,CO,Customer 34
137,2017-11-03,4050.0,CO,Customer 34
134,2017-11-03,3750.0,CO,Customer 34
63,2017-11-04,75.0,IN,Customer 12
2527,2017-11-04,0.0,OR,Customer 485
2526,2017-11-04,0.0,OR,Customer 485
844,2017-11-04,-1822.5,AZ,Customer 160
843,2017-11-04,1798.0500000000002,AZ,Customer 160
842,2017-11-04,6000.0,AZ,Customer 160
841,2017-11-04,6150.0,AZ,Customer 160
62,2017-11-04,2437.5,IN,Customer 12
3258,2017-11-06,3750.0,CA,Customer 608
3259,2017-11-06,-375.0,CA,Customer 608
3257,2017-11-06,574.2,CA,Customer 608
2957,2017-11-08,3750.0,TX,Customer 570
1554,2017-11-08,572.5500000000001,UT,Customer 320
2956,2017-11-08,401.55,TX,Customer 570
1555,2017-11-08,-300.0,UT,Customer 320
1556,2017-11-08,3000.0,UT,Customer 320
1797,2017-11-09,7500.0,AZ,Customer 370
1795,2017-11-09,4050.0,AZ,Customer 370
1796,2017-11-09,1793.7,AZ,Customer 370
4042,2017-11-13,-750.0,WA,Customer 751
425,2017-11-13,-562.5,SC,Customer 85
1506,2017-11-13,0.0,VA,Customer 310
424,2017-11-13,3750.0,SC,Customer 85
4043,2017-11-13,1328.7,WA,Customer 751
423,2017-11-13,369.9,SC,Customer 85
3049,2017-11-13,-562.5,AR,Customer 581
3051,2017-11-13,3750.0,AR,Customer 581
737,2017-11-13,-562.5,DE,Customer 139
736,2017-11-13,3750.0,DE,Customer 139
735,2017-11-13,391.5,DE,Customer 139
1505,2017-11-13,0.0,VA,Customer 310
4041,2017-11-13,7500.0,WA,Customer 751
3050,2017-11-13,363.0,AR,Customer 581
2583,2017-11-14,0.0,MA,Customer 494
1452,2017-11-14,0.0,GA,Customer 283
3265,2017-11-14,7500.0,UT,Customer 611
1453,2017-11-14,0.0,GA,Customer 283
3266,2017-11-14,8100.0,UT,Customer 611
3267,2017-11-14,-1560.0,UT,Customer 611
2582,2017-11-14,0.0,MA,Customer 494
1621,2017-11-14,3750.0,ID,Customer 333
3268,2017-11-14,2051.3999999999996,UT,Customer 611
1619,2017-11-14,579.15,ID,Customer 333
1620,2017-11-14,-375.0,ID,Customer 333
2393,2017-11-16,0.0,FL,Customer 467
696,2017-11-16,0.0,CA,Customer 133
695,2017-11-16,0.0,CA,Customer 133
694,2017-11-16,0.0,CA,Customer 133
1830,2017-11-16,486.75000000000006,FL,Customer 375
1831,2017-11-16,3750.0,FL,Customer 375
1348,2017-11-16,0.0,VA,Customer 255
1347,2017-11-16,0.0,VA,Customer 255
2392,2017-11-16,0.0,FL,Customer 467
123,2017-11-17,0.0,other,Customer 27
122,2017-11-17,0.0,other,Customer 27
3760,2017-11-17,0.0,CA,Customer 710
829,2017-11-17,0.0,VA,Customer 158
830,2017-11-17,0.0,VA,Customer 158
3617,2017-11-17,0.0,OK,Customer 685
831,2017-11-17,0.0,VA,Customer 158
2553,2017-11-17,0.0,MI,Customer 486
1034,2017-11-17,0.0,WI,Customer 185
2554,2017-11-17,0.0,MI,Customer 486
1033,2017-11-17,0.0,WI,Customer 185
632,2017-11-17,0.0,ID,Customer 128
3759,2017-11-17,0.0,CA,Customer 710
2376,2017-11-17,0.0,VA,Customer 463
1655,2017-11-17,0.0,MD,Customer 337
1654,2017-11-17,0.0,MD,Customer 337
1653,2017-11-17,0.0,MD,Customer 337
2377,2017-11-17,0.0,VA,Customer 463
1652,2017-11-17,0.0,MD,Customer 337
1656,2017-11-17,0.0,MD,Customer 337
3618,2017-11-17,0.0,OK,Customer 685
631,2017-11-17,0.0,ID,Customer 128
3007,2017-11-20,894.0,NY,Customer 576
3008,2017-11-20,591.15,NY,Customer 576
3009,2017-11-20,4050.0,NY,Customer 576
2091,2017-11-20,744.75,other,Customer 418
2090,2017-11-20,11250.0,other,Customer 418
4138,2017-11-20,0.0,IN,Customer 764
2089,2017-11-20,-1125.0,other,Customer 418
4137,2017-11-20,0.0,IN,Customer 764
3945,2017-11-21,-322.5,FL,Customer 741
3946,2017-11-21,0.0,FL,Customer 741
3947,2017-11-21,0.0,FL,Customer 741
284,2017-11-21,-750.0,CA,Customer 65
285,2017-11-21,7500.0,CA,Customer 65
3949,2017-11-21,469.05,FL,Customer 741
3948,2017-11-21,3225.0,FL,Customer 741
283,2017-11-21,1085.4,CA,Customer 65
3531,2017-11-22,-375.0,FL,Customer 670
3530,2017-11-22,3750.0,FL,Customer 670
3058,2017-11-22,480.45000000000005,LA,Customer 583
3057,2017-11-22,3750.0,LA,Customer 583
3056,2017-11-22,-562.5,LA,Customer 583
3529,2017-11-22,435.45000000000005,FL,Customer 670
1659,2017-11-28,-1811.25,MD,Customer 337
3463,2017-11-28,335.1,IL,Customer 659
1657,2017-11-28,3075.0,MD,Customer 337
256,2017-11-28,7500.0,MA,Customer 60
3465,2017-11-28,3750.0,IL,Customer 659
3464,2017-11-28,-375.0,IL,Customer 659
257,2017-11-28,-1125.0,MA,Customer 60
1658,2017-11-28,9000.0,MD,Customer 337
255,2017-11-28,712.1999999999999,MA,Customer 60
1660,2017-11-28,1149.0,MD,Customer 337
3156,2017-11-29,336.45,NJ,Customer 598
2604,2017-11-29,7500.0,FL,Customer 503
2603,2017-11-29,-1125.0,FL,Customer 503
2602,2017-11-29,891.5999999999999,FL,Customer 503
3157,2017-11-29,3750.0,NJ,Customer 598
1141,2017-11-30,-2250.0,CA,Customer 210
2605,2017-11-30,150.0,FL,Customer 503
2606,2017-11-30,272.25,FL,Customer 503
1140,2017-11-30,15000.0,CA,Customer 210
1139,2017-11-30,2056.8,CA,Customer 210
4335,2017-12-01,-375.0,MD,Customer 810
4334,2017-12-01,3750.0,MD,Customer 810
276,2017-12-01,16200.0,CA,Customer 62
4336,2017-12-01,367.95000000000005,MD,Customer 810
277,2017-12-01,15000.0,CA,Customer 62
2528,2017-12-04,-375.0,OR,Customer 485
3593,2017-12-04,15000.0,FL,Customer 678
2529,2017-12-04,641.85,OR,Customer 485
847,2017-12-04,1788.0,AZ,Customer 160
846,2017-12-04,-268.2,AZ,Customer 160
845,2017-12-04,336.3,AZ,Customer 160
1509,2017-12-04,-562.5,VA,Customer 310
1508,2017-12-04,381.45,VA,Customer 310
3595,2017-12-04,1484.3999999999999,FL,Customer 678
1507,2017-12-04,3750.0,VA,Customer 310
3594,2017-12-04,-2250.0,FL,Customer 678
2530,2017-12-04,3750.0,OR,Customer 485
2959,2017-12-05,386.09999999999997,TX,Customer 570
2420,2017-12-05,0.0,CA,Customer 472
2421,2017-12-05,0.0,CA,Customer 472
2422,2017-12-05,0.0,CA,Customer 472
2958,2017-12-05,3750.0,TX,Customer 570
2531,2017-12-06,-1500.0,OR,Customer 485
2532,2017-12-06,2229.6,OR,Customer 485
812,2017-12-06,-1170.0,ME,Customer 151
2533,2017-12-06,15000.0,OR,Customer 485
811,2017-12-06,995.6999999999999,ME,Customer 151
810,2017-12-06,4050.0,ME,Customer 151
809,2017-12-06,3750.0,ME,Customer 151
1560,2017-12-07,291.45,IL,Customer 322
3380,2017-12-07,-562.5,OH,Customer 637
1559,2017-12-07,1012.5,IL,Customer 322
3379,2017-12-07,3750.0,OH,Customer 637
1558,2017-12-07,937.5,IL,Customer 322
1218,2017-12-07,18750.0,CA,Customer 225
3381,2017-12-07,313.5,OH,Customer 637
1219,2017-12-07,2441.25,CA,Customer 225
2264,2017-12-08,0.0,CT,Customer 446
3340,2017-12-08,0.0,PA,Customer 632
1959,2017-12-08,300.15000000000003,CA,Customer 395
4208,2017-12-08,0.0,NC,Customer 789
3341,2017-12-08,0.0,PA,Customer 632
2363,2017-12-08,0.0,FL,Customer 460
2364,2017-12-08,0.0,FL,Customer 460
2265,2017-12-08,0.0,CT,Customer 446
4207,2017-12-08,0.0,NC,Customer 789
1960,2017-12-08,0.0,CA,Customer 395
1958,2017-12-08,299.7,CA,Customer 395
1106,2017-12-08,0.0,MA,Customer 200
1107,2017-12-08,0.0,MA,Customer 200
2263,2017-12-08,0.0,CT,Customer 446
218,2017-12-11,0.0,SC,Customer 49
4184,2017-12-11,1125.0,UT,Customer 779
4183,2017-12-11,242.4,UT,Customer 779
219,2017-12-11,0.0,SC,Customer 49
1004,2017-12-11,419.40000000000003,WA,Customer 179
221,2017-12-12,0.0,SC,Customer 49
98,2017-12-12,3750.0,FL,Customer 23
99,2017-12-12,-375.0,FL,Customer 23
220,2017-12-12,0.0,SC,Customer 49
2425,2017-12-12,-750.0,HI,Customer 473
2426,2017-12-12,15000.0,HI,Customer 473
2427,2017-12-12,6807.0,HI,Customer 473
100,2017-12-12,445.79999999999995,FL,Customer 23
110,2017-12-13,144.9,NC,Customer 25
544,2017-12-13,937.5,NY,Customer 107
543,2017-12-13,222.75,NY,Customer 107
111,2017-12-13,937.5,NC,Customer 25
4320,2017-12-14,0.0,CA,Customer 803
1418,2017-12-18,300.0,HI,Customer 275
1419,2017-12-18,450.0,HI,Customer 275
3862,2017-12-18,0.0,TX,Customer 723
3481,2017-12-18,0.0,MA,Customer 662
4280,2017-12-18,1468.5,DC,Customer 798
223,2017-12-18,0.0,IL,Customer 52
1807,2017-12-18,937.5,HI,Customer 371
1806,2017-12-18,300.0,HI,Customer 371
1349,2017-12-18,0.0,CA,Customer 256
1350,2017-12-18,0.0,CA,Customer 256
4279,2017-12-18,7500.0,DC,Customer 798
222,2017-12-18,0.0,IL,Customer 52
3863,2017-12-18,0.0,TX,Customer 723
4281,2017-12-18,12150.0,DC,Customer 798
3861,2017-12-18,0.0,TX,Customer 723
4282,2017-12-18,-2947.5,DC,Customer 798
1282,2017-12-18,0.0,IL,Customer 244
1281,2017-12-18,0.0,IL,Customer 244
798,2017-12-21,2025.0,OX,Customer 150
2214,2017-12-21,0.0,CA,Customer 431
1354,2017-12-21,937.5,FL,Customer 258
1353,2017-12-21,190.05,FL,Customer 258
799,2017-12-21,392.4,OX,Customer 150
2762,2017-12-21,0.0,VA,Customer 529
797,2017-12-21,1875.0,OX,Customer 150
2235,2017-12-26,-780.0,other,
2234,2017-12-26,4050.0,other,
2233,2017-12-26,3750.0,other,
2232,2017-12-26,703.8000000000001,other,
1387,2017-12-28,361.95,PA,Customer 262
554,2017-12-28,169.95,AL,Customer 110
1385,2017-12-28,1875.0,PA,Customer 262
553,2017-12-28,937.5,AL,Customer 110
1386,2017-12-28,2025.0,PA,Customer 262
2215,2017-12-29,0.0,CA,Customer 431
4249,2018-01-02,3750.0,FL,Customer 796
4248,2018-01-02,366.45,FL,Customer 796
2961,2018-01-02,381.45,TX,Customer 570
4323,2018-01-02,0.0,CA,Customer 805
2960,2018-01-02,3750.0,TX,Customer 570
4324,2018-01-02,0.0,CA,Customer 805
2190,2018-01-03,4050.0,VA,Customer 429
2191,2018-01-03,358.5,VA,Customer 429
64,2018-01-03,4875.0,IN,Customer 12
3891,2018-01-03,3075.0,CA,Customer 727
3892,2018-01-03,1101.6,CA,Customer 727
65,2018-01-03,75.0,IN,Customer 12
3893,2018-01-03,3000.0,CA,Customer 727
224,2018-01-04,0.0,IL,Customer 52
3795,2018-01-05,0.0,other,
3794,2018-01-05,0.0,other,
2922,2018-01-09,235.2,EY,Customer 562
2858,2018-01-09,2777.25,ME,Customer 548
2923,2018-01-09,937.5,EY,Customer 562
2859,2018-01-09,3000.0,ME,Customer 548
3950,2018-01-09,0.0,FL,Customer 741
80,2018-01-12,937.5,KY,Customer 16
2694,2018-01-12,937.5,OK,Customer 520
2693,2018-01-12,1012.5,OK,Customer 520
2692,2018-01-12,295.79999999999995,OK,Customer 520
3681,2018-01-12,3075.0,FL,Customer 692
288,2018-01-12,7500.0,CA,Customer 65
81,2018-01-12,147.75,KY,Customer 16
286,2018-01-12,1109.3999999999999,CA,Customer 65
287,2018-01-12,0.0,CA,Customer 65
3679,2018-01-12,3000.0,FL,Customer 692
3680,2018-01-12,777.9,FL,Customer 692
1364,2018-01-15,3000.0,DA,Customer 260
1832,2018-01-15,366.45,FL,Customer 375
1833,2018-01-15,3750.0,FL,Customer 375
2108,2018-01-15,8100.0,ID,Customer 419
2109,2018-01-15,7500.0,ID,Customer 419
2107,2018-01-15,2019.6,ID,Customer 419
1365,2018-01-15,383.55,DA,Customer 260
437,2018-01-15,303.15000000000003,TN,Customer 86
3763,2018-01-15,651.3000000000001,CA,Customer 710
3762,2018-01-15,0.0,CA,Customer 710
3761,2018-01-15,3750.0,CA,Customer 710
436,2018-01-15,3750.0,TN,Customer 86
1135,2018-01-16,0.0,WA,Customer 209
1557,2018-01-16,1500.0,NJ,Customer 321
1136,2018-01-17,0.0,WA,Customer 209
3951,2018-01-17,3000.0,FL,Customer 741
3952,2018-01-17,0.0,FL,Customer 741
3953,2018-01-17,381.45,FL,Customer 741
2523,2018-01-18,0.0,other,
1015,2018-01-19,937.5,NY,Customer 183
1016,2018-01-19,190.2,NY,Customer 183
1312,2018-01-19,584.4,ID,Customer 247
1313,2018-01-19,3750.0,ID,Customer 247
2962,2018-01-22,381.45,TX,Customer 570
1018,2018-01-22,281.25,KY,Customer 184
1019,2018-01-22,0.0,KY,Customer 184
1020,2018-01-22,-300.0,KY,Customer 184
1017,2018-01-22,3000.0,KY,Customer 184
1742,2018-01-22,937.5,IN,Customer 350
1741,2018-01-22,211.5,IN,Customer 350
2963,2018-01-22,3750.0,TX,Customer 570
143,2018-01-23,937.5,CO,Customer 36
4326,2018-01-23,227.25,CA,Customer 805
4325,2018-01-23,937.5,CA,Customer 805
43,2018-01-23,0.0,CA,Customer 10
144,2018-01-23,235.2,CO,Customer 36
3352,2018-01-23,7500.0,NC,Customer 633
3351,2018-01-23,665.1,NC,Customer 633
45,2018-01-23,0.0,CA,Customer 10
44,2018-01-23,750.0,CA,Customer 10
2501,2018-01-26,235.2,NY,Customer 480
3691,2018-01-26,146.7,IL,Customer 695
3692,2018-01-26,937.5,IL,Customer 695
2500,2018-01-26,937.5,NY,Customer 480
1799,2018-01-30,22500.0,AZ,Customer 370
1798,2018-01-30,2486.7,AZ,Customer 370
3809,2018-01-31,4050.0,NH,Customer 716
3808,2018-01-31,2100.0,NH,Customer 716
3807,2018-01-31,11250.0,NH,Customer 716
4015,2018-02-01,937.5,MO,Customer 743
4016,2018-02-01,170.25,MO,Customer 743
4342,2018-02-01,162.0,IL,Customer 811
3237,2018-02-01,-1500.0,AZ,Customer 606
3238,2018-02-01,7500.0,AZ,Customer 606
3239,2018-02-01,1194.6,AZ,Customer 606
4343,2018-02-01,937.5,IL,Customer 811
1752,2018-02-02,937.5,OR,Customer 356
2753,2018-02-02,3750.0,MA,Customer 528
564,2018-02-02,3750.0,GA,Customer 114
4068,2018-02-02,4050.0,AZ,Customer 753
565,2018-02-02,362.7,GA,Customer 114
4069,2018-02-02,3750.0,AZ,Customer 753
1331,2018-02-02,-937.5,TX,Customer 250
4067,2018-02-02,1155.9,AZ,Customer 753
2751,2018-02-02,-562.5,MA,Customer 528
1332,2018-02-02,937.5,TX,Customer 250
2637,2018-02-02,239.25,MT,Customer 506
1751,2018-02-02,247.65000000000003,OR,Customer 356
2752,2018-02-02,382.34999999999997,MA,Customer 528
2636,2018-02-02,937.5,MT,Customer 506
598,2018-02-05,937.5,other,Customer 120
1542,2018-02-05,1012.5,other,Customer 319
1543,2018-02-05,978.5999999999999,other,Customer 319
1544,2018-02-05,937.5,other,Customer 319
599,2018-02-05,1311.75,other,Customer 120
269,2018-02-06,385.5,MO,Customer 61
268,2018-02-06,3750.0,MO,Customer 61
3959,2018-02-07,6000.0,FL,Customer 741
3954,2018-02-07,3000.0,FL,Customer 741
3955,2018-02-07,6450.0,FL,Customer 741
3956,2018-02-07,9925.800000000001,FL,Customer 741
3414,2018-02-07,937.5,NC,Customer 646
3413,2018-02-07,285.15000000000003,NC,Customer 646
3958,2018-02-07,830.4,FL,Customer 741
3961,2018-02-07,3225.0,FL,Customer 741
3957,2018-02-07,6000.0,FL,Customer 741
3960,2018-02-07,9921.6,FL,Customer 741
2110,2018-02-08,7500.0,ID,Customer 419
2111,2018-02-08,1247.3999999999999,ID,Customer 419
875,2018-02-09,307.34999999999997,FL,Customer 165
2964,2018-02-09,380.55,TX,Customer 570
2965,2018-02-09,3750.0,TX,Customer 570
874,2018-02-09,1875.0,FL,Customer 165
1284,2018-02-15,7500.0,IL,Customer 244
1283,2018-02-15,562.8000000000001,IL,Customer 244
3923,2018-02-20,352.2,NY,Customer 738
2584,2018-02-20,722.1,MA,Customer 494
2585,2018-02-20,4050.0,MA,Customer 494
2088,2018-02-20,523.5,CA,Customer 417
2087,2018-02-20,3750.0,CA,Customer 417
3924,2018-02-20,3750.0,NY,Customer 738
2586,2018-02-20,3750.0,MA,Customer 494
626,2018-02-21,3750.0,MN,Customer 127
625,2018-02-21,720.3000000000001,MN,Customer 127
1834,2018-02-21,373.35,FL,Customer 375
439,2018-02-21,571.5,TN,Customer 86
2267,2018-02-21,3750.0,CT,Customer 447
1835,2018-02-21,3750.0,FL,Customer 375
2268,2018-02-21,-1170.0,CT,Customer 447
2266,2018-02-21,774.9,CT,Customer 447
438,2018-02-21,7500.0,TN,Customer 86
623,2018-02-21,-607.5,MN,Customer 127
624,2018-02-21,4050.0,MN,Customer 127
1970,2018-02-21,15000.0,NJ,Customer 400
2269,2018-02-21,4050.0,CT,Customer 447
2918,2018-02-21,424.8,NJ,Customer 560
289,2018-02-21,7500.0,CA,Customer 65
2917,2018-02-21,3750.0,NJ,Customer 560
1971,2018-02-21,1384.2,NJ,Customer 400
291,2018-02-21,2094.0,CA,Customer 65
2137,2018-02-21,937.5,MA,Customer 424
2135,2018-02-21,318.59999999999997,MA,Customer 424
290,2018-02-21,8100.0,CA,Customer 65
2136,2018-02-21,1012.5,MA,Customer 424
1925,2018-02-26,-562.5,NY,Customer 385
781,2018-02-26,854.6999999999999,MA,Customer 149
782,2018-02-26,-1171.9499999999998,MA,Customer 149
783,2018-02-26,3750.0,MA,Customer 149
784,2018-02-26,4050.0,MA,Customer 149
3962,2018-02-26,3075.0,FL,Customer 741
3060,2018-02-26,376.95,LA,Customer 583
1974,2018-02-26,562.5,NY,Customer 401
1973,2018-02-26,-1125.0,NY,Customer 401
1972,2018-02-26,3750.0,NY,Customer 401
1927,2018-02-26,3750.0,NY,Customer 385
1975,2018-02-26,427.34999999999997,NY,Customer 401
3059,2018-02-26,3750.0,LA,Customer 583
1623,2018-02-26,3750.0,ID,Customer 333
407,2018-02-26,3750.0,CA,Customer 81
408,2018-02-26,593.6999999999999,CA,Customer 81
1366,2018-02-26,702.9,DA,Customer 260
3532,2018-02-26,377.1,FL,Customer 670
3533,2018-02-26,3750.0,FL,Customer 670
409,2018-02-26,-562.5,CA,Customer 81
1926,2018-02-26,377.7,NY,Customer 385
1367,2018-02-26,6000.0,DA,Customer 260
1622,2018-02-26,565.2,ID,Customer 333
3963,2018-02-26,377.85,FL,Customer 741
476,2018-02-27,3750.0,MA,Customer 87
475,2018-02-27,377.4,MA,Customer 87
2861,2018-02-27,-3000.0,ME,Customer 548
3029,2018-02-27,0.0,IN,Customer 578
2860,2018-02-27,30000.0,ME,Customer 548
3030,2018-02-27,0.0,IN,Customer 578
2592,2018-02-27,-15.0,CO,Customer 496
556,2018-02-27,318.45,AL,Customer 110
2591,2018-02-27,15.0,CO,Customer 496
1710,2018-02-27,354.75,PA,Customer 345
1711,2018-02-27,3750.0,PA,Customer 345
555,2018-02-27,3750.0,AL,Customer 110
2024,2018-02-28,418.35,KY,Customer 409
172,2018-02-28,3750.0,CO,Customer 41
175,2018-02-28,-780.0,CO,Customer 41
2023,2018-02-28,-1170.0,KY,Customer 409
2022,2018-02-28,4050.0,KY,Customer 409
2021,2018-02-28,3750.0,KY,Customer 409
627,2018-02-28,-950.55,MN,Customer 127
173,2018-02-28,4050.0,CO,Customer 41
628,2018-02-28,-1978.1999999999998,MN,Customer 127
174,2018-02-28,774.9,CO,Customer 41
1983,2018-03-01,3750.0,CA,Customer 404
876,2018-03-01,4050.0,FL,Customer 165
877,2018-03-01,754.8,FL,Customer 165
878,2018-03-01,3750.0,FL,Customer 165
2456,2018-03-01,1664.25,NC,Customer 477
1984,2018-03-01,-562.5,CA,Customer 404
2457,2018-03-01,18750.0,NC,Customer 477
1985,2018-03-01,613.2,CA,Customer 404
1928,2018-03-01,-891.3000000000001,NY,Customer 385
338,2018-03-01,523.5,AZ,Customer 68
339,2018-03-01,-562.5,AZ,Customer 68
340,2018-03-01,3750.0,AZ,Customer 68
4315,2018-03-02,-562.5,RI,Customer 802
609,2018-03-02,333.15000000000003,IN,Customer 125
2640,2018-03-02,4050.0,MT,Customer 506
2639,2018-03-02,7500.0,MT,Customer 506
2638,2018-03-02,1695.15,MT,Customer 506
608,2018-03-02,3750.0,IN,Customer 125
4045,2018-03-02,4050.0,WA,Customer 751
4044,2018-03-02,7500.0,WA,Customer 751
4046,2018-03-02,1762.2,WA,Customer 751
610,2018-03-02,-562.5,IN,Customer 125
4316,2018-03-02,374.54999999999995,RI,Customer 802
4314,2018-03-02,3750.0,RI,Customer 802
2598,2018-03-05,937.5,other,Customer 500
2597,2018-03-05,1479.0,other,Customer 500
3964,2018-03-05,18000.0,FL,Customer 741
3965,2018-03-05,6450.0,FL,Customer 741
3966,2018-03-05,2788.2,FL,Customer 741
151,2018-03-05,1875.0,other,Customer 38
823,2018-03-05,853.8000000000001,AR,Customer 157
2794,2018-03-05,711.5999999999999,other,
4346,2018-03-05,373.35,RI,Customer 814
1474,2018-03-05,412.04999999999995,NY,Customer 290
4348,2018-03-05,3750.0,RI,Customer 814
2795,2018-03-05,7500.0,other,
1929,2018-03-05,681.3000000000001,NY,Customer 385
1930,2018-03-05,7500.0,NY,Customer 385
2509,2018-03-05,3750.0,MA,Customer 483
824,2018-03-05,7500.0,AR,Customer 157
4347,2018-03-05,-562.5,RI,Customer 814
149,2018-03-05,-585.0,other,Customer 38
1475,2018-03-05,3750.0,NY,Customer 290
1476,2018-03-05,-562.5,NY,Customer 290
148,2018-03-05,1417.95,other,Customer 38
150,2018-03-05,2025.0,other,Customer 38
2510,2018-03-05,382.04999999999995,MA,Customer 483
2398,2018-03-06,764.0999999999999,TX,Customer 468
2397,2018-03-06,3750.0,TX,Customer 468
3967,2018-03-06,3000.0,FL,Customer 741
3968,2018-03-06,3225.0,FL,Customer 741
3969,2018-03-06,5550.0,FL,Customer 741
2396,2018-03-06,4050.0,TX,Customer 468
3574,2018-03-07,267.15,WI,Customer 677
3355,2018-03-07,4050.0,NC,Customer 633
3572,2018-03-07,-562.5,WI,Customer 677
3353,2018-03-07,7500.0,NC,Customer 633
